"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q2",0.08,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q3",1.85,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q4",2.21,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q1",0.66,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q2",-0.28,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q3",0.54,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q4",0.92,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q1",-1.19,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q2",0.72,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q3",-2.54,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q4",0.86,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q1",0.73,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q2",-0.2,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q3",0.01,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q4",0.99,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q1",0.3,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q2",1.09,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q3",0.1,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q4",0.55,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q1",-0.35,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q2",0.59,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q3",-0.21,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q4",-1.19,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q1",0.25,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q2",0.52,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q3",0.01,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q4",-0.07,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q1",0.11,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q2",-0.35,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q3",0.04,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q4",1.15,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q1",-0.12,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q2",0.22,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q3",-0.05,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q4",0.66,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q1",0.16,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q2",-0.8,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q3",2.03,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q4",-0.83,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q1",0.91,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q2",3.42,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q3",3.51,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q4",-2.59,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q1",0.87,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q2",-1.46,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q3",3.97,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q4",-1.35,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q1",-0.37,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q2",-1.59,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q3",-0.7,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q4",-2.85,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2023-Q1",-1.09,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2023-Q2",-0.53,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q2",0.68,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q3",1.09,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q4",-1.13,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q1",2.92,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q2",-2.32,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q3",-0.95,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q4",0.93,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q1",0.92,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q2",-0.13,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q3",-1.3,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q4",-1.29,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q1",0.51,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q2",-0.05,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q3",0.29,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q4",-0.33,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q1",-0.34,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q2",-1.26,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q3",0.99,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q4",1.48,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q1",0.65,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q2",0.12,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q3",-1.05,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q4",-2.12,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q1",0.35,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q2",-1.18,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q3",-0.1,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q4",0.58,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q1",0.29,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q2",-1.56,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q3",1.53,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q4",0.15,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q1",-0.76,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q2",-1.02,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q3",0.65,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q4",-1.36,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q1",2.46,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q2",-1.11,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q3",-0.1,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q4",2.5,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q1",-1.4,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q2",1.93,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q3",-1.08,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q4",0.32,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q1",0.71,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q2",0.56,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q3",-0.48,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q4",-0.89,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q1",1.77,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q2",-1.22,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q3",0.21,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q4",0.78,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q1",-4.3,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q2",-2.94,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q3",6.3,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q4",0.89,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q1",-2.46,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q2",0.05,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q3",3.31,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q4",-1.72,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q1",0.7,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q2",-0.84,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q3",7.06,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q4",-6.99,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2023-Q1",1.7,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2023-Q2",-2.85,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q2",-1.13,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q3",1.93,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q4",-0.2,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q1",0.65,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q2",-0.31,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q3",0.44,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q4",1.37,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q1",-0.17,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q2",-1.84,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q3",1.38,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q4",-0.2,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q1",-2.07,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q2",0.19,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q3",0.59,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q4",0.06,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q1",-2.02,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q2",0.57,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q3",-0.05,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q4",0.52,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q1",-1.59,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q2",1.74,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q3",0.45,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q4",-0.8,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q1",-0.24,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q2",0.07,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q3",0.34,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q4",-0.89,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q1",0.63,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q2",-0.51,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q3",0.1,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q4",0.92,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q1",-0.46,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q2",0.03,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q3",-0.74,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q4",0.97,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q1",0.23,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q2",-0.75,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q3",2.56,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q4",-1.77,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q1",0.99,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q2",1.64,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q3",-0.61,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q4",-0.33,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q1",0.59,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q2",-0.62,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q3",0.61,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q4",1.69,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q1",-0.16,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q2",1.4,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q3",-0.35,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q4",-0.1,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q1",1.4,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q2",-4.57,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q3",5.59,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q4",0.06,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q1",-0.14,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q2",0.55,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q3",2.22,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q4",-3.9,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q1",-2.54,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q2",3.52,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q3",-0.68,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q4",-2.4,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2023-Q1",2.55,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2023-Q2",1.49,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q2",-0.61,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q3",0.02,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q4",1.23,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q1",1.43,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q2",0.72,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q3",0.72,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q4",0.21,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q1",-0.06,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q2",-0.01,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q3",1.06,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q4",0.21,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q1",1.97,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q2",-1.28,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q3",0.79,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q4",0.78,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q1",-0.17,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q2",-0.55,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q3",0.17,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q4",0.94,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q1",0.31,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q2",0.12,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q3",0.93,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q4",-0.02,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q1",1.21,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q2",0.43,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q3",-0.12,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q4",0.37,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q1",-0.32,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q2",-0.21,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q3",0.99,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q4",-0.31,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q1",2.14,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q2",0.34,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q3",-0.05,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q4",-0.35,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q1",-2.56,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q2",1.93,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q3",0.16,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q4",0.29,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q1",-0.02,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q2",1.45,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q3",1.59,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q4",-0.07,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q1",-0.38,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q2",-0.69,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q3",-0.26,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q4",0.92,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q1",-0.09,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q2",0.87,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q3",0.43,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q4",0.3,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q1",0.72,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q2",10.36,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q3",-4.81,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q4",-1.29,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q1",3.11,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q2",-0.48,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q3",-0.57,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q4",-2.68,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q1",2.22,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q2",-1.42,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q3",-0.99,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q4",0.42,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2023-Q1",-2,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2023-Q2",1.19,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q2",-0.54,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q3",-0.72,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q4",0.44,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q1",2,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q2",-1.81,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q3",1.21,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q4",1.28,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q1",-0.24,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q2",-0.88,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q3",3.02,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q4",-1.78,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q1",0.33,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q2",0.2,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q3",-0.12,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q4",0.31,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q1",0.11,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q2",-0.2,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q3",-1.66,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q4",-0.33,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q1",1.38,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q2",-2.1,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q3",0.07,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q4",1.91,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q1",-2.48,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q2",1.16,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q3",0.61,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q4",-0.25,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q1",1.38,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q2",0.17,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q3",0.27,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q4",1.56,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q1",0.74,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q2",0.72,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q3",1.84,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q4",-0.49,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q1",1.23,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q2",0.83,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q3",0.34,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q4",0.31,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q1",2.15,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q2",1.16,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q3",0.59,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q4",1.49,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q1",0.95,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q2",0.96,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q3",-0.58,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q4",2.25,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q1",0.26,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q2",1.77,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q3",-0.63,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q4",1.42,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q1",-2.36,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q2",-2.93,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q3",4.38,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q4",2.77,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q1",-2.71,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q2",4.95,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q3",-0.5,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q4",0.65,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q1",-4.58,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q2",-0.68,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q3",-0.39,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q4",0.84,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2023-Q1",-1.92,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q2",3.08,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q3",-1.03,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q4",4.06,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q1",-0.33,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q2",-1.84,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q3",-2.92,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q4",-4.38,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q1",8.68,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q2",-6.6,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q3",1.37,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q4",7.25,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q1",-4.26,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q2",0.31,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q3",5.74,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q4",-0.52,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q1",-1.93,
